Rank,Pokemon,Usage %,Raw,%,Real,%
506,Treecko,0.00%,2,0.00%,2,0.00%
507,Inkay,0.00%,2,0.00%,2,0.00%
508,Meowth,0.00%,2,0.00%,2,0.00%
509,Metang,0.00%,2,0.00%,2,0.00%
510,Pupitar,0.00%,2,0.00%,2,0.00%
511,Sentret,0.00%,2,0.00%,2,0.00%
512,Surskit,0.00%,2,0.00%,2,0.00%
513,Corphish,0.00%,2,0.00%,2,0.00%
514,Rhyhorn,0.00%,2,0.00%,0,0.00%
515,Aipom,0.00%,2,0.00%,2,0.00%
516,Starly,0.00%,2,0.00%,2,0.00%
517,Klang,0.00%,2,0.00%,2,0.00%
518,Lampent,0.00%,2,0.00%,2,0.00%
519,Mienfoo,0.00%,2,0.00%,2,0.00%
520,Pawniard,0.00%,2,0.00%,2,0.00%
521,Chinchou,0.00%,2,0.00%,2,0.00%
522,Magikarp,0.00%,2,0.00%,1,0.00%
523,Doduo,0.00%,2,0.00%,2,0.00%
524,Skuntank,0.00%,2,0.00%,2,0.00%
525,Sunkern,0.00%,1,0.00%,1,0.00%
526,Prinplup,0.00%,1,0.00%,1,0.00%
527,Tyrogue,0.00%,1,0.00%,1,0.00%
528,Vigoroth,0.00%,1,0.00%,1,0.00%
529,Charmeleon,0.00%,1,0.00%,1,0.00%
530,Grovyle,0.00%,1,0.00%,1,0.00%
531,Marshtomp,0.00%,1,0.00%,1,0.00%
532,Pidgeotto,0.00%,1,0.00%,1,0.00%
533,Fletchinder,0.00%,1,0.00%,1,0.00%
534,Cubone,0.00%,1,0.00%,1,0.00%
535,Croagunk,0.00%,1,0.00%,1,0.00%
536,Phione,0.00%,1,0.00%,1,0.00%
537,Spewpa,0.00%,1,0.00%,0,0.00%
538,Clamperl,0.00%,1,0.00%,1,0.00%
539,Woobat,0.00%,1,0.00%,1,0.00%
540,Carnivine,0.00%,1,0.00%,1,0.00%
541,Stantler,0.00%,1,0.00%,1,0.00%
542,Herdier,0.00%,1,0.00%,0,0.00%
543,Abra,0.00%,1,0.00%,1,0.00%
544,Wooper,0.00%,1,0.00%,1,0.00%
545,Lombre,0.00%,1,0.00%,1,0.00%
546,Croconaw,0.00%,1,0.00%,1,0.00%
547,Bergmite,0.00%,1,0.00%,1,0.00%
548,Servine,0.00%,1,0.00%,1,0.00%
549,Marill,0.00%,1,0.00%,1,0.00%
550,Shroomish,0.00%,1,0.00%,1,0.00%
551,Meditite,0.00%,1,0.00%,1,0.00%
552,Skitty,0.00%,1,0.00%,0,0.00%
553,Geodude,0.00%,1,0.00%,1,0.00%
