Rank,Pokemon,Usage %,Raw,%,Real,%
481,Fletchinder,0.00%,109,0.01%,77,0.00%
482,Koffing,0.00%,104,0.01%,91,0.01%
483,Graveler-Alola,0.00%,104,0.01%,86,0.01%
484,Duosion,0.00%,101,0.01%,65,0.00%
485,Arctibax,0.00%,101,0.01%,70,0.00%
486,Oinkologne-F,0.00%,100,0.01%,74,0.00%
487,Gloom,0.00%,99,0.00%,79,0.00%
488,Phione,0.00%,99,0.00%,78,0.00%
489,Flittle,0.00%,98,0.00%,74,0.00%
490,Oshawott,0.00%,97,0.00%,81,0.01%
491,Thwackey,0.00%,95,0.00%,73,0.00%
492,Dartrix,0.00%,93,0.00%,78,0.00%
493,Jigglypuff,0.00%,92,0.00%,79,0.00%
494,Hippopotas,0.00%,92,0.00%,77,0.00%
495,Servine,0.00%,92,0.00%,64,0.00%
496,Magikarp,0.00%,91,0.00%,74,0.00%
497,Vullaby,0.00%,90,0.00%,72,0.00%
498,Porygon,0.00%,90,0.00%,72,0.00%
499,Corphish,0.00%,90,0.00%,63,0.00%
500,Swinub,0.00%,89,0.00%,68,0.00%
501,Fletchling,0.00%,87,0.00%,69,0.00%
502,Gastly,0.00%,84,0.00%,70,0.00%
503,Torracat,0.00%,84,0.00%,70,0.00%
504,Cutiefly,0.00%,82,0.00%,77,0.00%
505,Dewpider,0.00%,82,0.00%,77,0.00%
506,Bonsly,0.00%,81,0.00%,76,0.00%
507,Numel,0.00%,81,0.00%,68,0.00%
508,Quilava,0.00%,81,0.00%,62,0.00%
509,Dratini,0.00%,81,0.00%,78,0.00%
510,Fennekin,0.00%,81,0.00%,37,0.00%
511,Metang,0.00%,80,0.00%,66,0.00%
512,Carkol,0.00%,80,0.00%,70,0.00%
513,Bagon,0.00%,80,0.00%,46,0.00%
514,Piplup,0.00%,79,0.00%,70,0.00%
515,Pichu,0.00%,78,0.00%,63,0.00%
516,Geodude,0.00%,78,0.00%,69,0.00%
517,Poliwag,0.00%,76,0.00%,55,0.00%
518,Treecko,0.00%,74,0.00%,58,0.00%
519,Combusken,0.00%,74,0.00%,49,0.00%
520,Cosmoem,0.00%,72,0.00%,63,0.00%
521,Ivysaur,0.00%,72,0.00%,36,0.00%
522,Zorua-Hisui,0.00%,72,0.00%,31,0.00%
523,Graveler,0.00%,71,0.00%,62,0.00%
524,Cleffa,0.00%,71,0.00%,58,0.00%
525,Azurill,0.00%,70,0.00%,62,0.00%
526,Bergmite,0.00%,70,0.00%,58,0.00%
527,Mudkip,0.00%,67,0.00%,59,0.00%
528,Magnemite,0.00%,67,0.00%,50,0.00%
529,Cyndaquil,0.00%,66,0.00%,57,0.00%
530,Sandygast,0.00%,66,0.00%,61,0.00%
531,Grotle,0.00%,66,0.00%,55,0.00%
532,Dewott,0.00%,65,0.00%,51,0.00%
533,Quaxwell,0.00%,65,0.00%,44,0.00%
534,Sinistea,0.00%,65,0.00%,45,0.00%
535,Geodude-Alola,0.00%,62,0.00%,45,0.00%
536,Doduo,0.00%,61,0.00%,37,0.00%
537,Seedot,0.00%,59,0.00%,37,0.00%
538,Gabite,0.00%,59,0.00%,53,0.00%
539,Wattrel,0.00%,58,0.00%,35,0.00%
540,Grookey,0.00%,57,0.00%,45,0.00%
541,Floragato,0.00%,57,0.00%,33,0.00%
542,Wooper-Paldea,0.00%,55,0.00%,48,0.00%
543,Croconaw,0.00%,55,0.00%,37,0.00%
544,Stantler,0.00%,55,0.00%,46,0.00%
545,Morgrem,0.00%,55,0.00%,54,0.00%
546,Drakloak,0.00%,54,0.00%,38,0.00%
547,Charmander,0.00%,54,0.00%,47,0.00%
548,Cranidos,0.00%,54,0.00%,35,0.00%
549,Lechonk,0.00%,52,0.00%,32,0.00%
550,Slowpoke,0.00%,52,0.00%,41,0.00%
551,Tyrogue,0.00%,51,0.00%,41,0.00%
552,Hakamo-o,0.00%,50,0.00%,43,0.00%
553,Vulpix,0.00%,49,0.00%,41,0.00%
554,Brionne,0.00%,48,0.00%,34,0.00%
555,Fuecoco,0.00%,47,0.00%,24,0.00%
556,Mareanie,0.00%,47,0.00%,37,0.00%
557,Surskit,0.00%,46,0.00%,41,0.00%
558,Gible,0.00%,46,0.00%,43,0.00%
559,Charmeleon,0.00%,46,0.00%,35,0.00%
560,Inkay,0.00%,45,0.00%,38,0.00%
561,Tarountula,0.00%,44,0.00%,41,0.00%
562,Croagunk,0.00%,43,0.00%,35,0.00%
563,Minccino,0.00%,43,0.00%,25,0.00%
564,Rufflet,0.00%,43,0.00%,33,0.00%
565,Diglett,0.00%,40,0.00%,35,0.00%
566,Rowlet,0.00%,40,0.00%,34,0.00%
567,Magby,0.00%,38,0.00%,32,0.00%
568,Elekid,0.00%,38,0.00%,32,0.00%
569,Blitzle,0.00%,38,0.00%,31,0.00%
570,Poliwhirl,0.00%,38,0.00%,32,0.00%
571,Vulpix-Alola,0.00%,37,0.00%,30,0.00%
572,Cetoddle,0.00%,37,0.00%,30,0.00%
573,Snom,0.00%,37,0.00%,23,0.00%
574,Sunkern,0.00%,37,0.00%,31,0.00%
575,Grovyle,0.00%,36,0.00%,21,0.00%
576,Shieldon,0.00%,36,0.00%,26,0.00%
577,Marshtomp,0.00%,35,0.00%,27,0.00%
578,Impidimp,0.00%,35,0.00%,29,0.00%
579,Shinx,0.00%,35,0.00%,29,0.00%
580,Litten,0.00%,35,0.00%,29,0.00%
581,Flaaffy,0.00%,34,0.00%,23,0.00%
582,Eelektrik,0.00%,34,0.00%,19,0.00%
583,Sentret,0.00%,33,0.00%,20,0.00%
584,Phantump,0.00%,33,0.00%,24,0.00%
585,Sliggoo,0.00%,32,0.00%,23,0.00%
586,Yanma,0.00%,32,0.00%,26,0.00%
587,Frogadier,0.00%,31,0.00%,25,0.00%
588,Fraxure,0.00%,31,0.00%,19,0.00%
589,Nymble,0.00%,31,0.00%,24,0.00%
590,Corvisquire,0.00%,31,0.00%,25,0.00%
591,Bellsprout,0.00%,31,0.00%,24,0.00%
592,Kirlia,0.00%,30,0.00%,21,0.00%
593,Tandemaus,0.00%,29,0.00%,23,0.00%
594,Torchic,0.00%,29,0.00%,25,0.00%
595,Cacnea,0.00%,29,0.00%,27,0.00%
596,Rockruff-Dusk,0.00%,27,0.00%,22,0.00%
597,Quaxly,0.00%,27,0.00%,22,0.00%
598,Mareep,0.00%,27,0.00%,20,0.00%
599,Monferno,0.00%,27,0.00%,19,0.00%
600,Ducklett,0.00%,27,0.00%,21,0.00%
601,Nacli,0.00%,26,0.00%,25,0.00%
602,Chikorita,0.00%,26,0.00%,22,0.00%
603,Sprigatito,0.00%,26,0.00%,22,0.00%
604,Krokorok,0.00%,26,0.00%,19,0.00%
605,Pawniard,0.00%,26,0.00%,25,0.00%
606,Tinkatuff,0.00%,25,0.00%,22,0.00%
607,Bramblin,0.00%,25,0.00%,20,0.00%
608,Lampent,0.00%,25,0.00%,19,0.00%
609,Gothorita,0.00%,25,0.00%,18,0.00%
610,Froakie,0.00%,24,0.00%,21,0.00%
611,Espurr,0.00%,24,0.00%,22,0.00%
612,Larvesta,0.00%,24,0.00%,21,0.00%
613,Applin,0.00%,24,0.00%,21,0.00%
614,Joltik,0.00%,24,0.00%,23,0.00%
615,Bronzor,0.00%,23,0.00%,20,0.00%
616,Skwovet,0.00%,23,0.00%,16,0.00%
617,Feebas,0.00%,21,0.00%,20,0.00%
618,Kubfu,0.00%,21,0.00%,20,0.00%
619,Rockruff,0.00%,21,0.00%,9,0.00%
620,Solosis,0.00%,21,0.00%,19,0.00%
621,Raboot,0.00%,21,0.00%,16,0.00%
622,Tynamo,0.00%,21,0.00%,16,0.00%
623,Sandile,0.00%,21,0.00%,19,0.00%
624,Chingling,0.00%,21,0.00%,18,0.00%
625,Rolycoly,0.00%,21,0.00%,20,0.00%
626,Staravia,0.00%,19,0.00%,9,0.00%
627,Teddiursa,0.00%,19,0.00%,13,0.00%
628,Chimchar,0.00%,19,0.00%,17,0.00%
629,Mudbray,0.00%,19,0.00%,14,0.00%
630,Cosmog,0.00%,18,0.00%,11,0.00%
631,Igglybuff,0.00%,18,0.00%,11,0.00%
632,Growlithe-Hisui,0.00%,18,0.00%,13,0.00%
633,Salandit,0.00%,18,0.00%,15,0.00%
634,Meditite,0.00%,18,0.00%,15,0.00%
635,Spinarak,0.00%,18,0.00%,16,0.00%
636,Sandshrew-Alola,0.00%,18,0.00%,14,0.00%
637,Smoliv,0.00%,17,0.00%,16,0.00%
638,Pupitar,0.00%,17,0.00%,13,0.00%
639,Diglett-Alola,0.00%,17,0.00%,13,0.00%
640,Turtwig,0.00%,16,0.00%,13,0.00%
641,Grimer,0.00%,16,0.00%,11,0.00%
642,Hatenna,0.00%,16,0.00%,12,0.00%
643,Toedscool,0.00%,16,0.00%,10,0.00%
644,Nuzleaf,0.00%,16,0.00%,10,0.00%
645,Greavard,0.00%,15,0.00%,2,0.00%
646,Finizen,0.00%,15,0.00%,15,0.00%
647,Drifloon,0.00%,15,0.00%,13,0.00%
648,Gulpin,0.00%,15,0.00%,11,0.00%
649,Hoothoot,0.00%,15,0.00%,14,0.00%
650,Deerling,0.00%,15,0.00%,14,0.00%
651,Luxio,0.00%,15,0.00%,14,0.00%
652,Wiglett,0.00%,15,0.00%,11,0.00%
653,Charcadet,0.00%,14,0.00%,14,0.00%
654,Duskull,0.00%,14,0.00%,9,0.00%
655,Makuhita,0.00%,14,0.00%,12,0.00%
656,Venonat,0.00%,14,0.00%,11,0.00%
657,Dreepy,0.00%,14,0.00%,11,0.00%
658,Dolliv,0.00%,14,0.00%,12,0.00%
659,Snorunt,0.00%,14,0.00%,13,0.00%
660,Beldum,0.00%,14,0.00%,7,0.00%
661,Timburr,0.00%,13,0.00%,10,0.00%
662,Drizzile,0.00%,13,0.00%,10,0.00%
663,Mienfoo,0.00%,13,0.00%,12,0.00%
664,Hoppip,0.00%,13,0.00%,13,0.00%
665,Drilbur,0.00%,13,0.00%,8,0.00%
666,Voltorb-Hisui,0.00%,12,0.00%,10,0.00%
667,Sandshrew,0.00%,12,0.00%,11,0.00%
668,Spewpa,0.00%,12,0.00%,8,0.00%
669,Shroomish,0.00%,12,0.00%,8,0.00%
670,Zorua,0.00%,12,0.00%,4,0.00%
671,Vibrava,0.00%,11,0.00%,7,0.00%
672,Toxel,0.00%,11,0.00%,8,0.00%
673,Flabebe,0.00%,11,0.00%,8,0.00%
674,Shellder,0.00%,11,0.00%,8,0.00%
675,Kricketot,0.00%,11,0.00%,10,0.00%
676,Meowth-Galar,0.00%,11,0.00%,9,0.00%
677,Oddish,0.00%,11,0.00%,8,0.00%
678,Finneon,0.00%,11,0.00%,9,0.00%
679,Gimmighoul,0.00%,11,0.00%,8,0.00%
680,Sobble,0.00%,10,0.00%,5,0.00%
681,Skiddo,0.00%,10,0.00%,7,0.00%
682,Tepig,0.00%,10,0.00%,9,0.00%
683,Rookidee,0.00%,10,0.00%,9,0.00%
684,Goomy,0.00%,10,0.00%,8,0.00%
685,Pawmi,0.00%,10,0.00%,9,0.00%
686,Slakoth,0.00%,9,0.00%,8,0.00%
687,Litleo,0.00%,9,0.00%,7,0.00%
688,Cufant,0.00%,9,0.00%,8,0.00%
689,Crabrawler,0.00%,8,0.00%,7,0.00%
690,Poltchageist,0.00%,8,0.00%,7,0.00%
691,Slugma,0.00%,8,0.00%,8,0.00%
692,Yungoos,0.00%,8,0.00%,5,0.00%
693,Litwick,0.00%,8,0.00%,8,0.00%
694,Shellos,0.00%,8,0.00%,5,0.00%
695,Grimer-Alola,0.00%,8,0.00%,8,0.00%
696,Happiny,0.00%,7,0.00%,7,0.00%
697,Cubchoo,0.00%,7,0.00%,7,0.00%
698,Swablu,0.00%,7,0.00%,6,0.00%
699,Scatterbug,0.00%,7,0.00%,7,0.00%
700,Popplio,0.00%,7,0.00%,7,0.00%
701,Wingull,0.00%,7,0.00%,4,0.00%
702,Meowth-Alola,0.00%,7,0.00%,7,0.00%
703,Trumbeak,0.00%,7,0.00%,5,0.00%
704,Skrelp,0.00%,7,0.00%,7,0.00%
705,Combee,0.00%,6,0.00%,6,0.00%
706,Quilladin,0.00%,6,0.00%,3,0.00%
707,Foongus,0.00%,6,0.00%,5,0.00%
708,Braixen,0.00%,6,0.00%,4,0.00%
709,Tadbulb,0.00%,6,0.00%,6,0.00%
710,Exeggcute,0.00%,6,0.00%,5,0.00%
711,Silicobra,0.00%,6,0.00%,6,0.00%
712,Shuppet,0.00%,6,0.00%,3,0.00%
713,Skiploom,0.00%,6,0.00%,5,0.00%
714,Snubbull,0.00%,6,0.00%,5,0.00%
715,Golett,0.00%,5,0.00%,5,0.00%
716,Horsea,0.00%,5,0.00%,5,0.00%
717,Mankey,0.00%,5,0.00%,4,0.00%
718,Seel,0.00%,5,0.00%,5,0.00%
719,Weepinbell,0.00%,5,0.00%,5,0.00%
720,Pikipek,0.00%,5,0.00%,5,0.00%
721,Growlithe,0.00%,4,0.00%,3,0.00%
722,Larvitar,0.00%,4,0.00%,3,0.00%
723,Snover,0.00%,4,0.00%,4,0.00%
724,Lombre,0.00%,4,0.00%,3,0.00%
725,Lotad,0.00%,4,0.00%,4,0.00%
726,Prinplup,0.00%,4,0.00%,4,0.00%
727,Fidough,0.00%,3,0.00%,3,0.00%
728,Maschiff,0.00%,3,0.00%,3,0.00%
729,Tinkatink,0.00%,3,0.00%,2,0.00%
730,Sewaddle,0.00%,3,0.00%,2,0.00%
731,Chinchou,0.00%,3,0.00%,3,0.00%
732,Arrokuda,0.00%,3,0.00%,2,0.00%
733,Rhyhorn,0.00%,3,0.00%,3,0.00%
734,Poochyena,0.00%,3,0.00%,2,0.00%
735,Scorbunny,0.00%,3,0.00%,2,0.00%
736,Axew,0.00%,3,0.00%,3,0.00%
737,Gimmighoul-Roaming,0.00%,3,0.00%,2,0.00%
738,Houndour,0.00%,2,0.00%,2,0.00%
739,Chespin,0.00%,2,0.00%,1,0.00%
740,Slowpoke-Galar,0.00%,2,0.00%,2,0.00%
741,Tentacool,0.00%,2,0.00%,1,0.00%
742,Spoink,0.00%,2,0.00%,1,0.00%
743,Rellor,0.00%,2,0.00%,1,0.00%
744,Pawmo,0.00%,2,0.00%,2,0.00%
745,Steenee,0.00%,2,0.00%,2,0.00%
746,Floette,0.00%,2,0.00%,1,0.00%
747,Chewtle,0.00%,2,0.00%,2,0.00%
748,Milcery,0.00%,2,0.00%,2,0.00%
749,Grubbin,0.00%,2,0.00%,2,0.00%
750,Deino,0.00%,2,0.00%,2,0.00%
751,Clauncher,0.00%,1,0.00%,1,0.00%
752,Gothita,0.00%,1,0.00%,0,0.00%
753,Barboach,0.00%,1,0.00%,1,0.00%
754,Petilil,0.00%,1,0.00%,1,0.00%
755,Fomantis,0.00%,1,0.00%,1,0.00%
756,Stunky,0.00%,1,0.00%,1,0.00%
