Rank,Pokemon,Usage %,Raw,%,Real,%
498,Solrock,0.01%,30,0.01%,26,0.02%
499,Fletchling,0.01%,30,0.01%,28,0.02%
500,Lickitung,0.01%,30,0.01%,21,0.01%
501,Chimecho,0.01%,29,0.01%,27,0.02%
502,Basculin,0.01%,28,0.01%,22,0.01%
503,Watchog,0.01%,28,0.01%,21,0.01%
504,Dustox,0.01%,27,0.01%,17,0.01%
505,Garbodor,0.01%,26,0.01%,22,0.01%
506,Starly,0.01%,26,0.01%,24,0.02%
507,Meowth,0.01%,26,0.01%,21,0.01%
508,Unown,0.01%,25,0.01%,23,0.01%
509,Simipour,0.01%,25,0.01%,17,0.01%
510,Whirlipede,0.01%,24,0.01%,15,0.01%
511,Lunatone,0.01%,24,0.01%,18,0.01%
512,Silvally-Ghost,0.01%,24,0.01%,9,0.01%
513,Pupitar,0.01%,23,0.01%,21,0.01%
514,Doduo,0.01%,23,0.01%,18,0.01%
515,Porygon,0.01%,23,0.01%,15,0.01%
516,Furret,0.01%,22,0.01%,16,0.01%
517,Rowlet,0.01%,21,0.01%,19,0.01%
518,Magmar,0.01%,21,0.01%,17,0.01%
519,Silvally-Bug,0.01%,21,0.01%,15,0.01%
520,Wormadam-Trash,0.01%,21,0.01%,16,0.01%
521,Furfrou,0.01%,20,0.01%,14,0.01%
522,Stantler,0.01%,20,0.01%,12,0.01%
523,Silvally-Ice,0.01%,20,0.01%,10,0.01%
524,Minccino,0.01%,20,0.01%,19,0.01%
525,Rattata-Alola,0.01%,19,0.01%,13,0.01%
526,Gourgeist-Small,0.01%,17,0.01%,12,0.01%
527,Huntail,0.01%,17,0.01%,12,0.01%
528,Carnivine,0.01%,17,0.01%,12,0.01%
529,Nidorina,0.01%,17,0.01%,15,0.01%
530,Jigglypuff,0.01%,16,0.01%,16,0.01%
531,Beautifly,0.01%,16,0.01%,15,0.01%
532,Sliggoo,0.01%,16,0.01%,6,0.00%
533,Natu,0.01%,15,0.01%,6,0.00%
534,Silvally-Electric,0.01%,15,0.01%,12,0.01%
535,Glalie,0.01%,15,0.01%,14,0.01%
536,Bulbasaur,0.01%,15,0.01%,12,0.01%
537,Seviper,0.01%,15,0.01%,13,0.01%
538,Kricketune,0.01%,15,0.01%,13,0.01%
539,Venipede,0.01%,15,0.01%,15,0.01%
540,Eelektrik,0.01%,15,0.01%,14,0.01%
541,Wormadam-Sandy,0.01%,14,0.01%,9,0.01%
542,Lumineon,0.01%,14,0.01%,11,0.01%
543,Machoke,0.01%,13,0.01%,7,0.00%
544,Torracat,0.01%,13,0.01%,9,0.01%
545,Relicanth,0.01%,13,0.01%,9,0.01%
546,Charmander,0.01%,13,0.01%,12,0.01%
547,Oricorio-Pom-Pom,0.01%,13,0.01%,9,0.01%
548,Throh,0.01%,13,0.01%,9,0.01%
549,Electabuzz,0.01%,13,0.01%,11,0.01%
550,Krabby,0.01%,13,0.01%,11,0.01%
551,Kadabra,0.01%,13,0.01%,11,0.01%
552,Rockruff,0.01%,13,0.01%,9,0.01%
553,Silvally-Dragon,0.01%,12,0.01%,10,0.01%
554,Silvally-Ground,0.01%,12,0.01%,7,0.00%
555,Croagunk,0.01%,12,0.01%,7,0.00%
556,Psyduck,0.01%,12,0.01%,9,0.01%
557,Kommo-o-Totem,0.01%,12,0.01%,10,0.01%
558,Sandshrew-Alola,0.01%,12,0.01%,11,0.01%
559,Boldore,0.01%,12,0.01%,11,0.01%
560,Type: Null,0.01%,11,0.01%,11,0.01%
561,Gible,0.00%,10,0.01%,8,0.01%
562,Grovyle,0.00%,10,0.01%,7,0.00%
563,Silvally-Dark,0.00%,10,0.01%,6,0.00%
564,Shelgon,0.00%,10,0.01%,7,0.00%
565,Nidorino,0.00%,10,0.01%,10,0.01%
566,Poipole,0.00%,9,0.00%,9,0.01%
567,Munchlax,0.00%,9,0.00%,9,0.01%
568,Torchic,0.00%,9,0.00%,6,0.00%
569,Delibird,0.00%,9,0.00%,5,0.00%
570,Krokorok,0.00%,9,0.00%,5,0.00%
571,Archen,0.00%,9,0.00%,9,0.01%
572,NidoranM,0.00%,9,0.00%,8,0.01%
573,Solosis,0.00%,8,0.00%,4,0.00%
574,Bayleef,0.00%,8,0.00%,7,0.00%
575,Sneasel,0.00%,8,0.00%,7,0.00%
576,Gurdurr,0.00%,8,0.00%,6,0.00%
577,Skorupi,0.00%,8,0.00%,7,0.00%
578,Croconaw,0.00%,8,0.00%,7,0.00%
579,Wartortle,0.00%,7,0.00%,6,0.00%
580,Riolu,0.00%,7,0.00%,5,0.00%
581,NidoranF,0.00%,7,0.00%,6,0.00%
582,Phanpy,0.00%,7,0.00%,4,0.00%
583,Carvanha,0.00%,7,0.00%,5,0.00%
584,Voltorb,0.00%,6,0.00%,6,0.00%
585,Gumshoos,0.00%,6,0.00%,6,0.00%
586,Lampent,0.00%,6,0.00%,5,0.00%
587,Bunnelby,0.00%,6,0.00%,4,0.00%
588,Seedot,0.00%,6,0.00%,5,0.00%
589,Cherrim,0.00%,6,0.00%,4,0.00%
590,Corphish,0.00%,6,0.00%,5,0.00%
591,Grumpig,0.00%,6,0.00%,1,0.00%
592,Gabite,0.00%,6,0.00%,6,0.00%
593,Slowpoke,0.00%,6,0.00%,3,0.00%
594,Mothim,0.00%,6,0.00%,5,0.00%
595,Luvdisc,0.00%,6,0.00%,4,0.00%
596,Ekans,0.00%,6,0.00%,6,0.00%
597,Grimer-Alola,0.00%,5,0.00%,5,0.00%
598,Bidoof,0.00%,5,0.00%,3,0.00%
599,Magikarp,0.00%,5,0.00%,5,0.00%
600,Amaura,0.00%,5,0.00%,3,0.00%
601,Oricorio-Pa'u,0.00%,5,0.00%,5,0.00%
602,Wooper,0.00%,5,0.00%,5,0.00%
603,Bronzor,0.00%,5,0.00%,5,0.00%
604,Spritzee,0.00%,5,0.00%,5,0.00%
605,Weepinbell,0.00%,5,0.00%,3,0.00%
606,Ferroseed,0.00%,4,0.00%,3,0.00%
607,Vulpix,0.00%,4,0.00%,4,0.00%
608,Buizel,0.00%,4,0.00%,3,0.00%
609,Minun,0.00%,4,0.00%,2,0.00%
610,Trapinch,0.00%,4,0.00%,4,0.00%
611,Cutiefly,0.00%,4,0.00%,4,0.00%
612,Staryu,0.00%,4,0.00%,4,0.00%
613,Gastly,0.00%,4,0.00%,2,0.00%
614,Silvally-Rock,0.00%,4,0.00%,4,0.00%
615,Skrelp,0.00%,4,0.00%,4,0.00%
616,Lombre,0.00%,4,0.00%,3,0.00%
617,Pansage,0.00%,4,0.00%,4,0.00%
618,Swinub,0.00%,4,0.00%,2,0.00%
619,Skitty,0.00%,4,0.00%,4,0.00%
620,Charjabug,0.00%,4,0.00%,3,0.00%
621,Sunkern,0.00%,3,0.00%,1,0.00%
622,Marshtomp,0.00%,3,0.00%,3,0.00%
623,Dartrix,0.00%,3,0.00%,2,0.00%
624,Paras,0.00%,3,0.00%,3,0.00%
625,Sealeo,0.00%,3,0.00%,0,0.00%
626,Spewpa,0.00%,3,0.00%,3,0.00%
627,Spoink,0.00%,3,0.00%,3,0.00%
628,Pidgeotto,0.00%,3,0.00%,3,0.00%
629,Surskit,0.00%,3,0.00%,2,0.00%
630,Marill,0.00%,3,0.00%,1,0.00%
631,Honedge,0.00%,3,0.00%,3,0.00%
632,Geodude,0.00%,3,0.00%,3,0.00%
633,Gothorita,0.00%,3,0.00%,3,0.00%
634,Goldeen,0.00%,3,0.00%,3,0.00%
635,Lairon,0.00%,3,0.00%,2,0.00%
636,Togepi,0.00%,3,0.00%,2,0.00%
637,Oshawott,0.00%,2,0.00%,2,0.00%
638,Silvally-Poison,0.00%,2,0.00%,1,0.00%
639,Numel,0.00%,2,0.00%,2,0.00%
640,Trumbeak,0.00%,2,0.00%,2,0.00%
641,Pancham,0.00%,2,0.00%,2,0.00%
642,Fletchinder,0.00%,2,0.00%,2,0.00%
643,Rhyhorn,0.00%,2,0.00%,2,0.00%
644,Duskull,0.00%,2,0.00%,2,0.00%
645,Popplio,0.00%,2,0.00%,2,0.00%
646,Duosion,0.00%,2,0.00%,1,0.00%
647,Silvally-Fighting,0.00%,2,0.00%,1,0.00%
648,Kakuna,0.00%,2,0.00%,2,0.00%
649,Pignite,0.00%,2,0.00%,2,0.00%
650,Snivy,0.00%,2,0.00%,1,0.00%
651,Cosmog,0.00%,2,0.00%,1,0.00%
652,Noibat,0.00%,2,0.00%,2,0.00%
653,Whismur,0.00%,2,0.00%,2,0.00%
654,Togedemaru-Totem,0.00%,2,0.00%,2,0.00%
655,Floette,0.00%,2,0.00%,1,0.00%
656,Stunky,0.00%,1,0.00%,1,0.00%
657,Diglett,0.00%,1,0.00%,0,0.00%
658,Monferno,0.00%,1,0.00%,1,0.00%
659,Feebas,0.00%,1,0.00%,0,0.00%
660,Drifloon,0.00%,1,0.00%,1,0.00%
661,Cubone,0.00%,1,0.00%,0,0.00%
662,Vulpix-Alola,0.00%,1,0.00%,1,0.00%
663,Herdier,0.00%,1,0.00%,1,0.00%
664,Spinarak,0.00%,1,0.00%,1,0.00%
665,Roggenrola,0.00%,1,0.00%,1,0.00%
666,Bonsly,0.00%,1,0.00%,1,0.00%
667,Sentret,0.00%,1,0.00%,0,0.00%
668,Rockruff-Dusk,0.00%,1,0.00%,1,0.00%
669,Phione,0.00%,1,0.00%,0,0.00%
670,Sandile,0.00%,1,0.00%,1,0.00%
671,Froakie,0.00%,1,0.00%,1,0.00%
672,Frogadier,0.00%,1,0.00%,1,0.00%
673,Wormadam,0.00%,1,0.00%,1,0.00%
674,Aipom,0.00%,1,0.00%,1,0.00%
675,Totodile,0.00%,1,0.00%,1,0.00%
676,Frillish,0.00%,1,0.00%,1,0.00%
677,Palpitoad,0.00%,1,0.00%,1,0.00%
678,Seadra,0.00%,1,0.00%,1,0.00%
679,Deino,0.00%,1,0.00%,1,0.00%
680,Dratini,0.00%,1,0.00%,1,0.00%
681,Jangmo-o,0.00%,1,0.00%,1,0.00%
682,Axew,0.00%,1,0.00%,1,0.00%
683,Zweilous,0.00%,1,0.00%,1,0.00%
684,Hakamo-o,0.00%,1,0.00%,1,0.00%
685,Fraxure,0.00%,1,0.00%,1,0.00%
686,Litten,0.00%,1,0.00%,1,0.00%
687,Makuhita,0.00%,1,0.00%,1,0.00%
688,Chinchou,0.00%,1,0.00%,1,0.00%
689,Shellder,0.00%,1,0.00%,1,0.00%
690,Araquanid-Totem,0.00%,1,0.00%,1,0.00%
691,Vikavolt-Totem,0.00%,1,0.00%,1,0.00%
692,Lurantis-Totem,0.00%,1,0.00%,1,0.00%
693,Elgyem,0.00%,1,0.00%,1,0.00%
694,Ledyba,0.00%,1,0.00%,0,0.00%
695,Loudred,0.00%,1,0.00%,1,0.00%
696,Koffing,0.00%,1,0.00%,1,0.00%
697,Plusle,0.00%,1,0.00%,0,0.00%
698,Azurill,0.00%,1,0.00%,1,0.00%
699,Weedle,0.00%,1,0.00%,1,0.00%
700,Espurr,0.00%,1,0.00%,1,0.00%
701,Fomantis,0.00%,1,0.00%,1,0.00%
702,Smoochum,0.00%,1,0.00%,0,0.00%
703,Zorua,0.00%,1,0.00%,0,0.00%
704,Meowth-Alola,0.00%,1,0.00%,1,0.00%
705,Slugma,0.00%,1,0.00%,0,0.00%
706,Kirlia,0.00%,1,0.00%,1,0.00%
707,Meditite,0.00%,1,0.00%,1,0.00%
708,Abra,0.00%,1,0.00%,1,0.00%
709,Mudkip,0.00%,1,0.00%,1,0.00%
710,Wurmple,0.00%,1,0.00%,1,0.00%
711,Wingull,0.00%,1,0.00%,1,0.00%
712,Yungoos,0.00%,1,0.00%,1,0.00%
713,Happiny,0.00%,1,0.00%,1,0.00%
714,Purrloin,0.00%,1,0.00%,1,0.00%
715,Vullaby,0.00%,1,0.00%,1,0.00%
716,Gulpin,0.00%,1,0.00%,1,0.00%
